,ProgrammingLanguage,Framework,Knowledge,Tool,Platform,jobCount
19088,JAVA,SPARK,APPLICATION DEVELOPMENT,GIT,,65
19087,JAVA,SPARK,FILE CACHE,GIT,,65
19086,JAVA,SPARK,DRAWABLES,GIT,,65
19085,JAVA,SPARK,MEMORY,GIT,,65
19084,JAVA,SPARK,XML,GIT,,65
19083,JAVA,SPARK,CANVAS,GIT,,65
19082,JAVA,SPARK,ANDROID NATIVE APPLICATION,GIT,,65
19081,JAVA,SPARK,ANDROID APIS,GIT,,65
19080,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,GIT,,65
19079,JAVA,SPARK,ANDROID APPLICATION,GIT,,65
19078,JAVA,SPARK,DATA ANALYSIS,GIT,,65
19077,JAVA,SPARK,DATA PARALLEL,GIT,,65
19076,JAVA,SPARK,BIG DATA,GIT,,65
19075,JAVA,SPARK,MAPREDUCE,GIT,,65
19098,JAVA,SPARK,AUTOMATION FRAMEWORK DESIGN,GIT,,65
19100,JAVA,SPARK,REST SERVICES,GIT,,65
19125,JAVA,SPARK,WEB APPLICATION DEVELOPMENT,GIT,,65
19101,JAVA,SPARK,MOBILE APPLICATIONS DEVELOPMENT,GIT,,65
19124,JAVA,SPARK,ANDROID PROGRAMMING,GIT,,65
19123,JAVA,SPARK,SOFTWARE ARCHITECTURE,GIT,,65
19122,JAVA,SPARK,ANDROID APP DEVELOPMENT,GIT,,65
19121,JAVA,SPARK,API,GIT,,65
19120,JAVA,SPARK,MOBILE DEVELOPMENT,GIT,,65
19119,JAVA,SPARK,ANDROID DEVELOPMENT,GIT,,65
19118,JAVA,SPARK,RICH INTERNET APPLICATION,GIT,,65
19117,JAVA,SPARK,RIA,GIT,,65
19116,JAVA,SPARK,MOBILE APPLICATIONS,GIT,,65
19115,JAVA,SPARK,WEBDRIVERWAIT,GIT,,65
19114,JAVA,SPARK,CSS SELECTORS,GIT,,65
19113,JAVA,SPARK,UNIT TEST,GIT,,65
19112,JAVA,SPARK,XPATH,GIT,,65
19111,JAVA,SPARK,AJAX,GIT,,65
19110,JAVA,SPARK,TEST AUTOMATION,GIT,,65
19109,JAVA,SPARK,CLOUD SERVER,GIT,,65
19108,JAVA,SPARK,PARSE WEBSITE,GIT,,65
19107,JAVA,SPARK,ASO,GIT,,65
19106,JAVA,SPARK,GRAPHICS EDITING,GIT,,65
19105,JAVA,SPARK,MOBILE APPLICATION,GIT,,65
19104,JAVA,SPARK,ANDROID APP,GIT,,65
19103,JAVA,SPARK,ANDROID APPS,GIT,,65
19102,JAVA,SPARK,SOUND EDITING,GIT,,65
18965,JAVA,SPARK,ANDROID PROGRAMMING,SELENIUM IDE,,65
18868,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,GRADLE,,65
18963,JAVA,SPARK,ANDROID APP DEVELOPMENT,SELENIUM IDE,,65
18814,JAVA,SPARK,ANDROID APPLICATION,MEDIA PLAYER,,65
18825,JAVA,SPARK,GOOGLE MAPSAPI,MEDIA PLAYER,,65
18824,JAVA,SPARK,ANDROID LOLLIPOP APP DEVELOPMENT,MEDIA PLAYER,,65
18823,JAVA,SPARK,APPLICATION DEVELOPMENT,MEDIA PLAYER,,65
18822,JAVA,SPARK,FILE CACHE,MEDIA PLAYER,,65
18821,JAVA,SPARK,DRAWABLES,MEDIA PLAYER,,65
18820,JAVA,SPARK,MEMORY,MEDIA PLAYER,,65
18819,JAVA,SPARK,XML,MEDIA PLAYER,,65
18818,JAVA,SPARK,CANVAS,MEDIA PLAYER,,65
18817,JAVA,SPARK,ANDROID NATIVE APPLICATION,MEDIA PLAYER,,65
18816,JAVA,SPARK,ANDROID APIS,MEDIA PLAYER,,65
18815,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,MEDIA PLAYER,,65
18813,JAVA,SPARK,DATA ANALYSIS,MEDIA PLAYER,,65
18854,JAVA,SPARK,ANDROID DEVELOPMENT,MEDIA PLAYER,,65
18812,JAVA,SPARK,DATA PARALLEL,MEDIA PLAYER,,65
18811,JAVA,SPARK,BIG DATA,MEDIA PLAYER,,65
18810,JAVA,SPARK,MAPREDUCE,MEDIA PLAYER,,65
18809,JAVA,SPARK,WEB APPLICATION,MEDIA PLAYER,,65
18808,JAVA,SPARK,WEB APPLICATION ARCHITECTURE,SQLITE,,65
18807,JAVA,SPARK,WEB APPLICATION DEVELOPMENT,SQLITE,,65
18806,JAVA,SPARK,ANDROID PROGRAMMING,SQLITE,,65
18805,JAVA,SPARK,SOFTWARE ARCHITECTURE,SQLITE,,65
18804,JAVA,SPARK,ANDROID APP DEVELOPMENT,SQLITE,,65
18803,JAVA,SPARK,API,SQLITE,,65
18802,JAVA,SPARK,MOBILE DEVELOPMENT,SQLITE,,65
18826,JAVA,SPARK,CONTINUOUS INTEGRATION,MEDIA PLAYER,,65
18827,JAVA,SPARK,WEB AUTOMATION,MEDIA PLAYER,,65
18828,JAVA,SPARK,PERFORMANCE TESTING,MEDIA PLAYER,,65
18829,JAVA,SPARK,BEHAVIOR DRIVEN TESTING,MEDIA PLAYER,,65
18852,JAVA,SPARK,RIA,MEDIA PLAYER,,65
18851,JAVA,SPARK,MOBILE APPLICATIONS,MEDIA PLAYER,,65
18850,JAVA,SPARK,WEBDRIVERWAIT,MEDIA PLAYER,,65
18849,JAVA,SPARK,CSS SELECTORS,MEDIA PLAYER,,65
18848,JAVA,SPARK,UNIT TEST,MEDIA PLAYER,,65
18847,JAVA,SPARK,XPATH,MEDIA PLAYER,,65
18846,JAVA,SPARK,AJAX,MEDIA PLAYER,,65
18845,JAVA,SPARK,TEST AUTOMATION,MEDIA PLAYER,,65
18844,JAVA,SPARK,CLOUD SERVER,MEDIA PLAYER,,65
18843,JAVA,SPARK,PARSE WEBSITE,MEDIA PLAYER,,65
18842,JAVA,SPARK,ASO,MEDIA PLAYER,,65
18841,JAVA,SPARK,GRAPHICS EDITING,MEDIA PLAYER,,65
18840,JAVA,SPARK,MOBILE APPLICATION,MEDIA PLAYER,,65
18839,JAVA,SPARK,ANDROID APP,MEDIA PLAYER,,65
18838,JAVA,SPARK,ANDROID APPS,MEDIA PLAYER,,65
18837,JAVA,SPARK,SOUND EDITING,MEDIA PLAYER,,65
18836,JAVA,SPARK,MOBILE APPLICATIONS DEVELOPMENT,MEDIA PLAYER,,65
18835,JAVA,SPARK,REST SERVICES,MEDIA PLAYER,,65
18834,JAVA,SPARK,WEB APPLICATIONS,MEDIA PLAYER,,65
18833,JAVA,SPARK,AUTOMATION FRAMEWORK DESIGN,MEDIA PLAYER,,65
18832,JAVA,SPARK,WEB UI AUTOMATION,MEDIA PLAYER,,65
18831,JAVA,SPARK,CROSS-BROWSER TESTING,MEDIA PLAYER,,65
18830,JAVA,SPARK,DATABASE TESTING,MEDIA PLAYER,,65
18801,JAVA,SPARK,ANDROID DEVELOPMENT,SQLITE,,65
18800,JAVA,SPARK,RICH INTERNET APPLICATION,SQLITE,,65
18799,JAVA,SPARK,RIA,SQLITE,,65
18772,JAVA,SPARK,GOOGLE MAPSAPI,SQLITE,,65
18770,JAVA,SPARK,APPLICATION DEVELOPMENT,SQLITE,,65
18769,JAVA,SPARK,FILE CACHE,SQLITE,,65
18768,JAVA,SPARK,DRAWABLES,SQLITE,,65
18767,JAVA,SPARK,MEMORY,SQLITE,,65
18766,JAVA,SPARK,XML,SQLITE,,65
18765,JAVA,SPARK,CANVAS,SQLITE,,65
18764,JAVA,SPARK,ANDROID NATIVE APPLICATION,SQLITE,,65
18763,JAVA,SPARK,ANDROID APIS,SQLITE,,65
18762,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,SQLITE,,65
18761,JAVA,SPARK,ANDROID APPLICATION,SQLITE,,65
18760,JAVA,SPARK,DATA ANALYSIS,SQLITE,,65
18759,JAVA,SPARK,DATA PARALLEL,SQLITE,,65
18758,JAVA,SPARK,BIG DATA,SQLITE,,65
18757,JAVA,SPARK,MAPREDUCE,SQLITE,,65
18756,JAVA,SPARK,WEB APPLICATION,SQLITE,,65
18755,JAVA,SPARK,WEB APPLICATION ARCHITECTURE,ECLIPSE ADT,,65
18754,JAVA,SPARK,WEB APPLICATION DEVELOPMENT,ECLIPSE ADT,,65
18753,JAVA,SPARK,ANDROID PROGRAMMING,ECLIPSE ADT,,65
18752,JAVA,SPARK,SOFTWARE ARCHITECTURE,ECLIPSE ADT,,65
18751,JAVA,SPARK,ANDROID APP DEVELOPMENT,ECLIPSE ADT,,65
18750,JAVA,SPARK,API,ECLIPSE ADT,,65
18749,JAVA,SPARK,MOBILE DEVELOPMENT,ECLIPSE ADT,,65
19198,JAVA,SPARK,WEB AUTOMATION,JENKINS,,65
18771,JAVA,SPARK,ANDROID LOLLIPOP APP DEVELOPMENT,SQLITE,,65
18773,JAVA,SPARK,CONTINUOUS INTEGRATION,SQLITE,,65
18798,JAVA,SPARK,MOBILE APPLICATIONS,SQLITE,,65
18774,JAVA,SPARK,WEB AUTOMATION,SQLITE,,65
18797,JAVA,SPARK,WEBDRIVERWAIT,SQLITE,,65
18796,JAVA,SPARK,CSS SELECTORS,SQLITE,,65
18795,JAVA,SPARK,UNIT TEST,SQLITE,,65
18794,JAVA,SPARK,XPATH,SQLITE,,65
18793,JAVA,SPARK,AJAX,SQLITE,,65
18792,JAVA,SPARK,TEST AUTOMATION,SQLITE,,65
18791,JAVA,SPARK,CLOUD SERVER,SQLITE,,65
18790,JAVA,SPARK,PARSE WEBSITE,SQLITE,,65
18789,JAVA,SPARK,ASO,SQLITE,,65
18788,JAVA,SPARK,GRAPHICS EDITING,SQLITE,,65
18787,JAVA,SPARK,MOBILE APPLICATION,SQLITE,,65
18786,JAVA,SPARK,ANDROID APP,SQLITE,,65
18785,JAVA,SPARK,ANDROID APPS,SQLITE,,65
18784,JAVA,SPARK,SOUND EDITING,SQLITE,,65
18783,JAVA,SPARK,MOBILE APPLICATIONS DEVELOPMENT,SQLITE,,65
18782,JAVA,SPARK,REST SERVICES,SQLITE,,65
18781,JAVA,SPARK,WEB APPLICATIONS,SQLITE,,65
18780,JAVA,SPARK,AUTOMATION FRAMEWORK DESIGN,SQLITE,,65
18779,JAVA,SPARK,WEB UI AUTOMATION,SQLITE,,65
18778,JAVA,SPARK,CROSS-BROWSER TESTING,SQLITE,,65
18777,JAVA,SPARK,DATABASE TESTING,SQLITE,,65
18776,JAVA,SPARK,BEHAVIOR DRIVEN TESTING,SQLITE,,65
18775,JAVA,SPARK,PERFORMANCE TESTING,SQLITE,,65
18853,JAVA,SPARK,RICH INTERNET APPLICATION,MEDIA PLAYER,,65
18855,JAVA,SPARK,MOBILE DEVELOPMENT,MEDIA PLAYER,,65
18962,JAVA,SPARK,API,SELENIUM IDE,,65
18923,JAVA,SPARK,ANDROID NATIVE APPLICATION,SELENIUM IDE,,65
18934,JAVA,SPARK,PERFORMANCE TESTING,SELENIUM IDE,,65
18933,JAVA,SPARK,WEB AUTOMATION,SELENIUM IDE,,65
18932,JAVA,SPARK,CONTINUOUS INTEGRATION,SELENIUM IDE,,65
18931,JAVA,SPARK,GOOGLE MAPSAPI,SELENIUM IDE,,65
18930,JAVA,SPARK,ANDROID LOLLIPOP APP DEVELOPMENT,SELENIUM IDE,,65
18929,JAVA,SPARK,APPLICATION DEVELOPMENT,SELENIUM IDE,,65
18928,JAVA,SPARK,FILE CACHE,SELENIUM IDE,,65
18927,JAVA,SPARK,DRAWABLES,SELENIUM IDE,,65
18926,JAVA,SPARK,MEMORY,SELENIUM IDE,,65
18925,JAVA,SPARK,XML,SELENIUM IDE,,65
18924,JAVA,SPARK,CANVAS,SELENIUM IDE,,65
18922,JAVA,SPARK,ANDROID APIS,SELENIUM IDE,,65
18856,JAVA,SPARK,API,MEDIA PLAYER,,65
18921,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,SELENIUM IDE,,65
18920,JAVA,SPARK,ANDROID APPLICATION,SELENIUM IDE,,65
18919,JAVA,SPARK,DATA ANALYSIS,SELENIUM IDE,,65
18918,JAVA,SPARK,DATA PARALLEL,SELENIUM IDE,,65
18917,JAVA,SPARK,BIG DATA,SELENIUM IDE,,65
18916,JAVA,SPARK,MAPREDUCE,SELENIUM IDE,,65
18915,JAVA,SPARK,WEB APPLICATION,SELENIUM IDE,,65
18914,JAVA,SPARK,WEB APPLICATION ARCHITECTURE,GRADLE,,65
18913,JAVA,SPARK,WEB APPLICATION DEVELOPMENT,GRADLE,,65
18912,JAVA,SPARK,ANDROID PROGRAMMING,GRADLE,,65
18911,JAVA,SPARK,SOFTWARE ARCHITECTURE,GRADLE,,65
18935,JAVA,SPARK,BEHAVIOR DRIVEN TESTING,SELENIUM IDE,,65
18936,JAVA,SPARK,DATABASE TESTING,SELENIUM IDE,,65
18937,JAVA,SPARK,CROSS-BROWSER TESTING,SELENIUM IDE,,65
18938,JAVA,SPARK,WEB UI AUTOMATION,SELENIUM IDE,,65
18961,JAVA,SPARK,MOBILE DEVELOPMENT,SELENIUM IDE,,65
18960,JAVA,SPARK,ANDROID DEVELOPMENT,SELENIUM IDE,,65
18959,JAVA,SPARK,RICH INTERNET APPLICATION,SELENIUM IDE,,65
18958,JAVA,SPARK,RIA,SELENIUM IDE,,65
18957,JAVA,SPARK,MOBILE APPLICATIONS,SELENIUM IDE,,65
18956,JAVA,SPARK,WEBDRIVERWAIT,SELENIUM IDE,,65
18955,JAVA,SPARK,CSS SELECTORS,SELENIUM IDE,,65
18954,JAVA,SPARK,UNIT TEST,SELENIUM IDE,,65
18953,JAVA,SPARK,XPATH,SELENIUM IDE,,65
18952,JAVA,SPARK,AJAX,SELENIUM IDE,,65
18951,JAVA,SPARK,TEST AUTOMATION,SELENIUM IDE,,65
18950,JAVA,SPARK,CLOUD SERVER,SELENIUM IDE,,65
18949,JAVA,SPARK,PARSE WEBSITE,SELENIUM IDE,,65
18948,JAVA,SPARK,ASO,SELENIUM IDE,,65
18947,JAVA,SPARK,GRAPHICS EDITING,SELENIUM IDE,,65
18946,JAVA,SPARK,MOBILE APPLICATION,SELENIUM IDE,,65
18945,JAVA,SPARK,ANDROID APP,SELENIUM IDE,,65
18944,JAVA,SPARK,ANDROID APPS,SELENIUM IDE,,65
18943,JAVA,SPARK,SOUND EDITING,SELENIUM IDE,,65
18942,JAVA,SPARK,MOBILE APPLICATIONS DEVELOPMENT,SELENIUM IDE,,65
18941,JAVA,SPARK,REST SERVICES,SELENIUM IDE,,65
18940,JAVA,SPARK,WEB APPLICATIONS,SELENIUM IDE,,65
18939,JAVA,SPARK,AUTOMATION FRAMEWORK DESIGN,SELENIUM IDE,,65
18910,JAVA,SPARK,ANDROID APP DEVELOPMENT,GRADLE,,65
18909,JAVA,SPARK,API,GRADLE,,65
18908,JAVA,SPARK,MOBILE DEVELOPMENT,GRADLE,,65
18881,JAVA,SPARK,PERFORMANCE TESTING,GRADLE,,65
18879,JAVA,SPARK,CONTINUOUS INTEGRATION,GRADLE,,65
18878,JAVA,SPARK,GOOGLE MAPSAPI,GRADLE,,65
18877,JAVA,SPARK,ANDROID LOLLIPOP APP DEVELOPMENT,GRADLE,,65
18876,JAVA,SPARK,APPLICATION DEVELOPMENT,GRADLE,,65
18875,JAVA,SPARK,FILE CACHE,GRADLE,,65
18874,JAVA,SPARK,DRAWABLES,GRADLE,,65
18873,JAVA,SPARK,MEMORY,GRADLE,,65
18872,JAVA,SPARK,XML,GRADLE,,65
18871,JAVA,SPARK,CANVAS,GRADLE,,65
18870,JAVA,SPARK,ANDROID NATIVE APPLICATION,GRADLE,,65
18869,JAVA,SPARK,ANDROID APIS,GRADLE,,65
19181,JAVA,SPARK,MAPREDUCE,JENKINS,,65
18867,JAVA,SPARK,ANDROID APPLICATION,GRADLE,,65
18866,JAVA,SPARK,DATA ANALYSIS,GRADLE,,65
18865,JAVA,SPARK,DATA PARALLEL,GRADLE,,65
18864,JAVA,SPARK,BIG DATA,GRADLE,,65
18863,JAVA,SPARK,MAPREDUCE,GRADLE,,65
18862,JAVA,SPARK,WEB APPLICATION,GRADLE,,65
18861,JAVA,SPARK,WEB APPLICATION ARCHITECTURE,MEDIA PLAYER,,65
18860,JAVA,SPARK,WEB APPLICATION DEVELOPMENT,MEDIA PLAYER,,65
18859,JAVA,SPARK,ANDROID PROGRAMMING,MEDIA PLAYER,,65
18858,JAVA,SPARK,SOFTWARE ARCHITECTURE,MEDIA PLAYER,,65
18857,JAVA,SPARK,ANDROID APP DEVELOPMENT,MEDIA PLAYER,,65
18880,JAVA,SPARK,WEB AUTOMATION,GRADLE,,65
18882,JAVA,SPARK,BEHAVIOR DRIVEN TESTING,GRADLE,,65
18907,JAVA,SPARK,ANDROID DEVELOPMENT,GRADLE,,65
18883,JAVA,SPARK,DATABASE TESTING,GRADLE,,65
18906,JAVA,SPARK,RICH INTERNET APPLICATION,GRADLE,,65
18905,JAVA,SPARK,RIA,GRADLE,,65
18904,JAVA,SPARK,MOBILE APPLICATIONS,GRADLE,,65
18903,JAVA,SPARK,WEBDRIVERWAIT,GRADLE,,65
18902,JAVA,SPARK,CSS SELECTORS,GRADLE,,65
18901,JAVA,SPARK,UNIT TEST,GRADLE,,65
18900,JAVA,SPARK,XPATH,GRADLE,,65
18899,JAVA,SPARK,AJAX,GRADLE,,65
18898,JAVA,SPARK,TEST AUTOMATION,GRADLE,,65
18897,JAVA,SPARK,CLOUD SERVER,GRADLE,,65
18896,JAVA,SPARK,PARSE WEBSITE,GRADLE,,65
18895,JAVA,SPARK,ASO,GRADLE,,65
18894,JAVA,SPARK,GRAPHICS EDITING,GRADLE,,65
18893,JAVA,SPARK,MOBILE APPLICATION,GRADLE,,65
18892,JAVA,SPARK,ANDROID APP,GRADLE,,65
18891,JAVA,SPARK,ANDROID APPS,GRADLE,,65
18890,JAVA,SPARK,SOUND EDITING,GRADLE,,65
18889,JAVA,SPARK,MOBILE APPLICATIONS DEVELOPMENT,GRADLE,,65
18888,JAVA,SPARK,REST SERVICES,GRADLE,,65
18887,JAVA,SPARK,WEB APPLICATIONS,GRADLE,,65
18886,JAVA,SPARK,AUTOMATION FRAMEWORK DESIGN,GRADLE,,65
18885,JAVA,SPARK,WEB UI AUTOMATION,GRADLE,,65
18884,JAVA,SPARK,CROSS-BROWSER TESTING,GRADLE,,65
19180,JAVA,SPARK,WEB APPLICATION,JENKINS,,65
19199,JAVA,SPARK,PERFORMANCE TESTING,JENKINS,,65
19182,JAVA,SPARK,BIG DATA,JENKINS,,65
18748,JAVA,SPARK,ANDROID DEVELOPMENT,ECLIPSE ADT,,65
19206,JAVA,SPARK,REST SERVICES,JENKINS,,65
19205,JAVA,SPARK,WEB APPLICATIONS,JENKINS,,65
19204,JAVA,SPARK,AUTOMATION FRAMEWORK DESIGN,JENKINS,,65
19203,JAVA,SPARK,WEB UI AUTOMATION,JENKINS,,65
19202,JAVA,SPARK,CROSS-BROWSER TESTING,JENKINS,,65
19201,JAVA,SPARK,DATABASE TESTING,JENKINS,,65
19200,JAVA,SPARK,BEHAVIOR DRIVEN TESTING,JENKINS,,65
18747,JAVA,SPARK,RICH INTERNET APPLICATION,ECLIPSE ADT,,65
19208,JAVA,SPARK,SOUND EDITING,JENKINS,,65
18746,JAVA,SPARK,RIA,ECLIPSE ADT,,65
18745,JAVA,SPARK,MOBILE APPLICATIONS,ECLIPSE ADT,,65
18744,JAVA,SPARK,WEBDRIVERWAIT,ECLIPSE ADT,,65
18743,JAVA,SPARK,CSS SELECTORS,ECLIPSE ADT,,65
18742,JAVA,SPARK,UNIT TEST,ECLIPSE ADT,,65
18741,JAVA,SPARK,XPATH,ECLIPSE ADT,,65
18740,JAVA,SPARK,AJAX,ECLIPSE ADT,,65
19207,JAVA,SPARK,MOBILE APPLICATIONS DEVELOPMENT,JENKINS,,65
19209,JAVA,SPARK,ANDROID APPS,JENKINS,,65
18699,JAVA,SPARK,SOFTWARE ARCHITECTURE,GRADE,,65
19219,JAVA,SPARK,UNIT TEST,JENKINS,,65
19226,JAVA,SPARK,MOBILE DEVELOPMENT,JENKINS,,65
19225,JAVA,SPARK,ANDROID DEVELOPMENT,JENKINS,,65
19224,JAVA,SPARK,RICH INTERNET APPLICATION,JENKINS,,65
19223,JAVA,SPARK,RIA,JENKINS,,65
19222,JAVA,SPARK,MOBILE APPLICATIONS,JENKINS,,65
19221,JAVA,SPARK,WEBDRIVERWAIT,JENKINS,,65
19220,JAVA,SPARK,CSS SELECTORS,JENKINS,,65
19218,JAVA,SPARK,XPATH,JENKINS,,65
19210,JAVA,SPARK,ANDROID APP,JENKINS,,65
19217,JAVA,SPARK,AJAX,JENKINS,,65
19216,JAVA,SPARK,TEST AUTOMATION,JENKINS,,65
19215,JAVA,SPARK,CLOUD SERVER,JENKINS,,65
19214,JAVA,SPARK,PARSE WEBSITE,JENKINS,,65
19213,JAVA,SPARK,ASO,JENKINS,,65
19212,JAVA,SPARK,GRAPHICS EDITING,JENKINS,,65
19211,JAVA,SPARK,MOBILE APPLICATION,JENKINS,,65
18739,JAVA,SPARK,TEST AUTOMATION,ECLIPSE ADT,,65
18738,JAVA,SPARK,CLOUD SERVER,ECLIPSE ADT,,65
18737,JAVA,SPARK,PARSE WEBSITE,ECLIPSE ADT,,65
18709,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,ECLIPSE ADT,,65
18716,JAVA,SPARK,FILE CACHE,ECLIPSE ADT,,65
18715,JAVA,SPARK,DRAWABLES,ECLIPSE ADT,,65
18714,JAVA,SPARK,MEMORY,ECLIPSE ADT,,65
18713,JAVA,SPARK,XML,ECLIPSE ADT,,65
18712,JAVA,SPARK,CANVAS,ECLIPSE ADT,,65
18711,JAVA,SPARK,ANDROID NATIVE APPLICATION,ECLIPSE ADT,,65
18710,JAVA,SPARK,ANDROID APIS,ECLIPSE ADT,,65
18708,JAVA,SPARK,ANDROID APPLICATION,ECLIPSE ADT,,65
18736,JAVA,SPARK,ASO,ECLIPSE ADT,,65
18707,JAVA,SPARK,DATA ANALYSIS,ECLIPSE ADT,,65
18706,JAVA,SPARK,DATA PARALLEL,ECLIPSE ADT,,65
18705,JAVA,SPARK,BIG DATA,ECLIPSE ADT,,65
18704,JAVA,SPARK,MAPREDUCE,ECLIPSE ADT,,65
18703,JAVA,SPARK,WEB APPLICATION,ECLIPSE ADT,,65
18702,JAVA,SPARK,WEB APPLICATION ARCHITECTURE,GRADE,,65
18701,JAVA,SPARK,WEB APPLICATION DEVELOPMENT,GRADE,,65
18717,JAVA,SPARK,APPLICATION DEVELOPMENT,ECLIPSE ADT,,65
18718,JAVA,SPARK,ANDROID LOLLIPOP APP DEVELOPMENT,ECLIPSE ADT,,65
18719,JAVA,SPARK,GOOGLE MAPSAPI,ECLIPSE ADT,,65
18720,JAVA,SPARK,CONTINUOUS INTEGRATION,ECLIPSE ADT,,65
18735,JAVA,SPARK,GRAPHICS EDITING,ECLIPSE ADT,,65
18734,JAVA,SPARK,MOBILE APPLICATION,ECLIPSE ADT,,65
18733,JAVA,SPARK,ANDROID APP,ECLIPSE ADT,,65
18732,JAVA,SPARK,ANDROID APPS,ECLIPSE ADT,,65
18731,JAVA,SPARK,SOUND EDITING,ECLIPSE ADT,,65
18730,JAVA,SPARK,MOBILE APPLICATIONS DEVELOPMENT,ECLIPSE ADT,,65
18729,JAVA,SPARK,REST SERVICES,ECLIPSE ADT,,65
18728,JAVA,SPARK,WEB APPLICATIONS,ECLIPSE ADT,,65
18727,JAVA,SPARK,AUTOMATION FRAMEWORK DESIGN,ECLIPSE ADT,,65
18726,JAVA,SPARK,WEB UI AUTOMATION,ECLIPSE ADT,,65
18725,JAVA,SPARK,CROSS-BROWSER TESTING,ECLIPSE ADT,,65
18724,JAVA,SPARK,DATABASE TESTING,ECLIPSE ADT,,65
18723,JAVA,SPARK,BEHAVIOR DRIVEN TESTING,ECLIPSE ADT,,65
18722,JAVA,SPARK,PERFORMANCE TESTING,ECLIPSE ADT,,65
18721,JAVA,SPARK,WEB AUTOMATION,ECLIPSE ADT,,65
19227,JAVA,SPARK,API,JENKINS,,65
19228,JAVA,SPARK,ANDROID APP DEVELOPMENT,JENKINS,,65
19229,JAVA,SPARK,SOFTWARE ARCHITECTURE,JENKINS,,65
19278,JAVA,SPARK,ANDROID DEVELOPMENT,TOMCAT,,65
19285,JAVA,SPARK,WEB APPLICATION ARCHITECTURE,TOMCAT,,65
19284,JAVA,SPARK,WEB APPLICATION DEVELOPMENT,TOMCAT,,65
19283,JAVA,SPARK,ANDROID PROGRAMMING,TOMCAT,,65
19282,JAVA,SPARK,SOFTWARE ARCHITECTURE,TOMCAT,,65
19281,JAVA,SPARK,ANDROID APP DEVELOPMENT,TOMCAT,,65
19280,JAVA,SPARK,API,TOMCAT,,65
19279,JAVA,SPARK,MOBILE DEVELOPMENT,TOMCAT,,65
19277,JAVA,SPARK,RICH INTERNET APPLICATION,TOMCAT,,65
19268,JAVA,SPARK,CLOUD SERVER,TOMCAT,,65
19276,JAVA,SPARK,RIA,TOMCAT,,65
19275,JAVA,SPARK,MOBILE APPLICATIONS,TOMCAT,,65
19274,JAVA,SPARK,WEBDRIVERWAIT,TOMCAT,,65
19273,JAVA,SPARK,CSS SELECTORS,TOMCAT,,65
19272,JAVA,SPARK,UNIT TEST,TOMCAT,,65
19271,JAVA,SPARK,XPATH,TOMCAT,,65
19270,JAVA,SPARK,AJAX,TOMCAT,,65
19286,JAVA,SPARK,WEB APPLICATION,JSR9,,65
19287,JAVA,SPARK,MAPREDUCE,JSR9,,65
19288,JAVA,SPARK,BIG DATA,JSR9,,65
19289,JAVA,SPARK,DATA PARALLEL,JSR9,,65
19304,JAVA,SPARK,WEB AUTOMATION,JSR9,,65
19303,JAVA,SPARK,CONTINUOUS INTEGRATION,JSR9,,65
19302,JAVA,SPARK,GOOGLE MAPSAPI,JSR9,,65
19301,JAVA,SPARK,ANDROID LOLLIPOP APP DEVELOPMENT,JSR9,,65
19300,JAVA,SPARK,APPLICATION DEVELOPMENT,JSR9,,65
19299,JAVA,SPARK,FILE CACHE,JSR9,,65
19298,JAVA,SPARK,DRAWABLES,JSR9,,65
19297,JAVA,SPARK,MEMORY,JSR9,,65
19296,JAVA,SPARK,XML,JSR9,,65
19295,JAVA,SPARK,CANVAS,JSR9,,65
19294,JAVA,SPARK,ANDROID NATIVE APPLICATION,JSR9,,65
19293,JAVA,SPARK,ANDROID APIS,JSR9,,65
19292,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,JSR9,,65
19291,JAVA,SPARK,ANDROID APPLICATION,JSR9,,65
19290,JAVA,SPARK,DATA ANALYSIS,JSR9,,65
19269,JAVA,SPARK,TEST AUTOMATION,TOMCAT,,65
19267,JAVA,SPARK,PARSE WEBSITE,TOMCAT,,65
19230,JAVA,SPARK,ANDROID PROGRAMMING,JENKINS,,65
19239,JAVA,SPARK,SETUP AND ACCESS THE SHERLOCK EXTENSION,TOMCAT,,65
19246,JAVA,SPARK,FILE CACHE,TOMCAT,,65
19245,JAVA,SPARK,DRAWABLES,TOMCAT,,65
19244,JAVA,SPARK,MEMORY,TOMCAT,,65
19243,JAVA,SPARK,XML,TOMCAT,,65
19242,JAVA,SPARK,CANVAS,TOMCAT,,65
19241,JAVA,SPARK,ANDROID NATIVE APPLICATION,TOMCAT,,65
19240,JAVA,SPARK,ANDROID APIS,TOMCAT,,65
19238,JAVA,SPARK,ANDROID APPLICATION,TOMCAT,,65
19266,JAVA,SPARK,ASO,TOMCAT,,65
19237,JAVA,SPARK,DATA ANALYSIS,TOMCAT,,65
19236,JAVA,SPARK,DATA PARALLEL,TOMCAT,,65
19235,JAVA,SPARK,BIG DATA,TOMCAT,,65
